"","A1-6854_S1","A3-6830_S17","B1-6855_S2","B2-6813_S10","B3-6832_S18","C1-6872_S3","C2-6821_S11","C3-6835_S19","D1-6863_S4","D2-6822_S12","D3-6843_S20","E1-6870_S5","E2-6826_S13","F1-6803_S6","F2-6845_S14","G1-6806_S7","G2-6847_S15_1","H1-6807_S8","H2-6848_S16"
"DN225715",0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"DN226381",0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,1,0,0,0
"DN226431",0,2,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
"DN226658",0,3,2,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0,2
"DN226754",0,0,1,0,1,0,0,0,7,1,1,0,0,0,0,0,1,1,1
"DN227381",1,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0
"DN227622",1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0
"DN228042",1,2,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0
"DN228198",0,3,0,0,13,0,3,1,0,7,2,2,0,1,2,0,0,0,1
"DN229182",3,0,0,0,1,0,2,0,0,1,0,1,2,0,0,0,0,0,0
"DN229685",0,1,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,2,0
"DN229897",0,1,2,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0
"DN229972",0,0,4,0,2,0,1,0,1,0,4,6,2,1,2,0,1,0,1
"DN230524",0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,1,0
"DN230982",1,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,3,3,0
"DN231177",0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"DN231245",0,0,0,0,3,1,0,1,0,2,3,0,0,2,0,0,0,0,1
"DN231481",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2
"DN232079",12,14,47,70,34,8,18,28,9,45,7,6,71,18,11,8,10,5,37
"DN233266",0,1,2,2,3,4,0,0,2,2,0,0,3,0,2,1,0,0,2
"DN233415",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
"DN233617",6,100,226,156,146,160,269,96,2068,354,1,181,150,176,15,311,23,26,2
"DN234461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"DN23526",0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,1,0,0,1
"DN235408",3,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"DN235703",5,9,11,2,6,5,2,7,19,0,9,4,8,5,2,2,2,4,0
"DN236808",0,3,10,1,0,1,2,0,5,3,1,1,6,2,1,0,1,2,1
"DN236938",174,189,113,43,62,303,70,190,578,45,79,161,33,213,63,162,61,157,221
"DN236968",0,97,197,0,139,195,161,158,170,111,135,111,115,0,149,0,136,2,9
"DN236973",0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"DN237777",73,53,65,43,64,62,50,80,66,26,79,50,53,94,60,100,63,37,27
"DN238149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"DN238190",0,1,1,0,1,1,4,0,2,10,3,1,20,1,0,0,0,1,8
"DN238378",0,2,3,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"DN239084",1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"DN239330",2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"DN239645",0,1,3,0,1,1,3,2,4,0,0,2,3,0,2,0,1,0,0
"DN239932",183,119,226,117,193,14,221,231,389,52,186,70,106,196,247,239,70,324,80
"DN240298",0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"DN240505",0,0,3,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
"DN240633",0,2,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
"DN240780",0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,0
"DN241053",19,95,58,0,0,10,0,5,1,1,7,10,0,0,4,1,33,23,4
"DN241283",0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0
"DN242213",2,3,0,0,1,0,1,0,1,6,1,1,4,1,0,0,1,0,0
"DN243458",0,0,1,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0
"DN243520",277,247,319,277,336,146,351,227,466,390,205,70,653,0,0,2,227,199,54
"DN243697",0,2,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,3
"DN243852",0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,2,0,0,0
"DN244493",0,0,0,0,0,0,2,0,0,1,2,5,0,0,0,0,1,0,0
"DN245989",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0
"DN246583",2,4,0,0,30,0,9,5,14,21,2,0,7,9,20,6,6,6,9
"DN246926",0,0,1,0,1,0,2,0,2,1,4,0,0,1,0,0,0,0,1
"DN247096",1,8,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"DN247109",0,1,2,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,2
"DN247416",1,0,1,0,1,1,1,0,0,3,0,1,2,0,0,0,0,0,0
"DN247645",0,3,12,0,3,1,2,3,1,11,5,1,13,1,2,2,6,2,3
"DN247863",1,1,0,0,2,0,1,0,0,3,0,0,3,0,0,0,0,0,1
"DN248332",0,1,0,1,1,0,2,0,1,5,1,0,1,0,1,0,2,0,0
"DN24871",1,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,3,0,1
"DN248835",0,2,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0
"DN249156",376,542,564,0,605,448,0,507,1003,1220,837,170,833,623,292,371,412,680,683
"DN249419",0,1,4,1,1,0,0,1,5,2,0,0,0,3,1,1,0,0,3
"DN249682",2,0,3,0,0,0,0,0,3,0,0,2,1,0,0,0,2,0,1
"DN249941",135,83,102,109,145,133,125,122,82,63,95,97,93,139,98,111,144,115,203
"DN250002",1,0,1,1,0,0,2,1,3,1,3,0,2,1,0,1,1,0,0
"DN250397",3,1,3,1,1,3,1,0,8,3,7,0,1,0,0,5,2,2,0
"DN250503",1,1,1,0,2,1,6,2,1,8,7,1,5,0,2,0,4,3,0
"DN251295",1,0,6,0,1,1,0,1,2,0,2,0,0,1,0,1,0,0,0
"DN251458",62,16,51,23,11,82,30,20,20,81,11,24,47,22,30,36,34,18,31
"DN251497",2,0,5,3,0,2,1,1,9,4,0,0,7,0,1,1,0,0,1
"DN252568",0,2,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0
"DN252708",0,2,2,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0,0
"DN252722",1765,755,2709,1086,1089,1145,1212,957,3309,1714,2079,897,2077,1289,839,1273,789,833,778
"DN253447",45,6,3,17,3,3,21,8,202,24,14,12,74,60,0,31,16,17,5
"DN253571",0,0,0,1,0,0,1,1,0,4,2,0,1,0,0,1,2,2,0
"DN253860",0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0
"DN254250",0,2,0,4,2,0,2,0,0,4,3,0,3,2,0,5,3,2,1
"DN254613",0,0,1,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0
"DN254905",0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0
"DN255195",0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
"DN255440",0,0,0,0,0,0,0,0,1,3,1,0,4,1,0,0,0,0,0
"DN255787",0,0,3,1,0,0,0,0,5,0,1,1,5,0,0,0,0,1,0
"DN256881",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1
"DN257291",6,1,19,2,18,14,1,15,15,7,11,8,6,4,8,2,10,4,9
"DN257314",0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1
"DN257408",0,0,1,1,1,0,1,0,3,3,1,0,5,0,0,0,2,0,3
"DN257933",0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0
"DN258205",1,0,8,4,0,2,2,0,4,0,2,0,0,0,0,0,0,0,1
"DN258248",0,0,0,0,11,0,0,3,4,3,1,0,1,1,2,3,5,0,5
"DN258896",1,0,1,3,5,0,3,4,2,1,3,2,0,2,2,1,0,3,3
"DN259159",1,2,4,0,1,0,0,0,3,0,0,1,3,1,1,0,1,0,0
"DN259468",5,0,0,2,10,8,8,7,12,13,0,3,1,0,7,0,4,0,0
"DN259672",0,6,4,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"DN259836",1,1,3,2,0,0,3,1,4,0,0,1,1,1,0,0,0,1,0
"DN259869",0,0,1,0,0,0,0,1,2,0,1,2,1,0,1,0,0,0,1
"DN260370",3,6,3,5,4,6,2,11,3,0,5,3,4,6,3,7,3,0,7
"DN260414",0,17,0,0,64,2,0,20,36,0,15,3,0,3,2,7,0,5,2
"DN260519",0,0,0,1,3,1,0,1,1,0,1,1,0,1,0,0,0,0,0
"DN260726",0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,1,0
"DN260906",0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0
"DN261087",0,1,4,0,2,1,0,2,3,1,2,1,9,0,2,2,0,0,1
"DN2611",1,2,2,0,2,0,4,2,1,1,1,0,4,1,1,2,1,0,0
"DN261422",1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"DN261704",0,0,3,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1
"DN261930",1,0,3,0,4,2,3,3,1,3,7,0,6,0,0,4,2,1,1
"DN26197",1,0,0,2,1,2,1,2,1,1,4,0,0,0,0,0,3,2,1
"DN262154",0,1,3,0,1,0,0,2,0,1,2,0,1,0,0,0,0,0,0
"DN262789",0,0,0,2,0,0,4,0,2,0,0,0,1,0,0,1,0,0,0
"DN262987",0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0
"DN263027",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"DN263168",0,3,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0
"DN26354",0,0,0,6,0,0,1,0,0,21,0,0,0,0,2,0,0,0,0
"DN263616",0,0,1,0,0,1,0,1,0,2,0,0,2,1,0,0,0,1,1
"DN264131",0,0,0,0,0,0,0,0,1,1,2,2,2,1,0,0,0,0,0
"DN264358",1,1,5,0,0,0,3,0,7,2,0,1,2,3,0,2,1,0,0
"DN264815",1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1
"DN265349",2,2,1,0,6,0,2,2,0,10,4,0,3,0,2,0,0,0,4
"DN265515",8,11,41,21,11,9,12,8,31,9,27,9,34,9,4,12,16,7,6
"DN266162",1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
"DN266505",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"DN266518",0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"DN266891",0,7,1,1,2,0,0,4,0,0,2,0,0,1,0,0,1,0,0
"DN267012",2,0,1,1,0,0,0,0,3,0,1,0,0,0,1,1,1,1,0
"DN267170",0,0,1,2,0,0,0,0,1,1,3,0,1,0,0,0,0,1,0
"DN267336",20,13,66,0,13,16,1,21,234,3,15,13,4,14,3,0,5,1,2
"DN267725",0,0,4,2,0,0,0,2,1,3,0,0,1,0,0,0,1,0,0
"DN267790",0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"DN268238",0,0,0,0,0,0,1,0,1,0,1,0,7,0,0,0,0,0,0
"DN268295",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
"DN268439",0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1
"DN268987",0,0,0,3,0,0,1,0,2,2,0,0,1,0,1,1,0,0,0
"DN269127",1,2,0,0,0,0,0,0,1,1,0,1,2,1,0,0,1,0,0
"DN269228",1,2,1,1,0,0,0,0,0,2,1,0,7,0,0,0,0,0,1
"DN269322",0,0,0,1,2,0,0,1,1,0,1,0,1,0,0,3,0,1,0
"DN269521",0,0,0,0,3,0,1,0,1,2,4,0,1,1,0,0,0,0,0
"DN269844",0,2,0,0,5,0,0,1,2,0,0,0,0,0,0,0,1,2,0
"DN270023",0,1,4,1,0,4,0,0,5,0,1,2,0,1,0,0,2,0,0
"DN2701",1,1,4,1,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0
"DN270312",94,97,166,113,106,101,78,90,190,95,145,63,157,105,65,79,68,65,45
"DN270368",0,0,2,2,0,0,3,0,0,0,4,0,1,0,0,0,1,0,0
"DN270506",0,0,0,0,3,1,2,0,1,0,0,0,0,1,0,1,1,0,0
"DN270663",53,41,9,2,36,12,197,40,2,35,13,17,83,40,95,8,89,1,84
"DN270994",3,0,7,1,0,0,4,0,4,22,16,0,28,1,2,0,2,0,5
"DN271164",0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"DN271312",4,7,4,0,6,0,4,0,7,12,2,0,12,0,0,0,2,0,6
"DN27185",0,2,1,0,1,1,1,0,3,0,1,0,0,2,1,0,1,1,0
"DN271888",0,2,0,0,0,1,5,1,0,0,1,0,0,0,1,0,2,1,2
"DN271896",1,0,1,0,0,0,2,0,0,0,2,1,0,1,0,0,0,1,0
"DN272016",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"DN272460",8,12,10,21,3,12,18,5,24,8,12,4,19,12,7,24,7,12,0
"DN272581",0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1
"DN272733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
"DN272886",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"DN272927",0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1
"DN272929",4,0,4,0,1,1,1,0,7,0,5,1,2,0,1,0,1,0,0
"DN273068",0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0
"DN273076",0,1,0,0,0,0,0,0,0,13,3,0,0,0,1,1,0,0,0
"DN273372",0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"DN273562",0,1,4,1,3,0,1,1,0,1,1,0,3,1,0,0,1,0,1
"DN273623",0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0
"DN273731",0,1,1,0,0,0,0,1,0,1,1,1,2,0,1,0,1,0,0
"DN273757",0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0
"DN273770",6,6,8,1,16,2,22,7,25,17,18,5,26,9,9,4,8,4,10
"DN274730",0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1
"DN274768",1,2,3,7,1,0,0,0,4,1,0,1,2,1,0,0,3,0,1
"DN274776",0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2
"DN274812",0,0,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0
"DN27498",0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"DN274982",0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0
"DN275001",0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0
"DN275094",0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
"DN275444",0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0
"DN275681",0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"DN276319",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
"DN27644",0,0,5,0,1,0,0,1,1,0,1,0,2,1,0,1,1,1,0
"DN276616",0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
"DN276743",0,2,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
"DN277297",0,0,1,27,0,70,6,0,225,26,0,22,0,133,0,83,0,75,0
"DN277334",0,0,5,0,3,0,0,1,0,0,1,4,0,0,0,2,1,0,0
"DN277730",2,0,0,1,0,0,0,0,0,0,0,0,1,1,6,0,0,0,6
"DN277924",0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"DN278225",3,1,6,6,1,1,1,1,7,2,1,0,3,0,0,0,1,0,4
"DN278515",1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"DN278581",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
"DN278647",6,0,2,0,0,10,0,1,13,0,0,2,0,0,1,0,0,0,2
"DN278965",23,10,32,14,6,10,3,4,29,18,4,8,16,9,3,4,0,4,0
"DN279722",3,2,3,3,5,0,0,3,6,12,5,2,2,1,1,1,5,0,2
"DN280109",30,23,59,24,31,15,27,32,36,52,48,28,73,26,28,15,27,20,28
"DN280602",0,16,3,0,10,1,0,10,11,1,13,0,0,3,7,2,0,0,3
"DN280671",0,1,2,0,0,0,1,0,0,1,0,1,0,16,0,4,0,2,0
"DN280775",2,3,2,1,1,3,15,0,5,3,2,0,5,1,1,2,1,0,1
"DN280824",0,2,3,0,3,1,0,0,1,3,0,1,1,0,0,0,0,0,0
"DN281328",0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1
"DN282243",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DN282326",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2
"DN282564",2,5,8,7,5,0,15,1,7,8,6,5,5,11,8,8,7,10,5
"DN282592",0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"DN282673",0,0,0,1,1,0,0,0,2,6,0,0,1,0,0,0,0,0,1
"DN282945",1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"DN283311",201,287,398,114,181,478,219,351,896,184,671,196,194,115,83,145,174,175,30
"DN283425",5,3,54,0,0,5,0,11,19,0,6,10,24,0,0,0,0,0,1
"DN283509",0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
"DN283945",0,0,0,60,0,0,74,0,0,48,0,0,52,0,0,0,0,0,0
"DN284050",0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"DN284170",2,2,8,8,8,2,3,5,5,7,0,2,10,2,0,1,4,0,4
"DN284382",0,1,1,2,0,0,2,1,2,0,0,0,3,4,0,0,1,0,1
"DN284472",0,0,0,1,0,0,0,1,3,0,1,2,0,0,0,0,4,0,0
"DN284847",2,4,8,2,8,3,1,5,8,1,10,0,5,1,2,0,5,2,3
"DN285020",1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
"DN285374",0,1,2,1,1,0,0,0,4,1,2,0,0,2,0,0,0,0,0
"DN285382",1,0,4,0,3,1,3,1,4,0,2,0,1,1,1,2,2,0,0
"DN285526",0,0,7,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1
"DN285688",0,0,2,1,0,1,0,2,2,1,4,1,3,1,0,1,1,1,0
"DN285742",0,0,0,6,8,0,0,6,0,2,16,0,0,0,0,0,0,1,0
"DN285760",0,0,1,3,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0
"DN28591",8,2,0,0,1,2,0,3,0,0,0,0,0,4,1,1,1,2,5
"DN286114",0,0,6,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0
"DN286311",0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0
"DN286498",0,0,0,1,1,0,0,0,2,0,0,2,2,1,0,0,0,0,0
"DN286653",0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0
"DN286671",0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,1,2,0,1
"DN286834",1,1,0,1,4,2,4,4,5,0,5,1,9,6,1,2,3,5,0
"DN286930",3,4,8,7,5,2,8,3,14,9,8,2,7,3,1,5,4,3,0
"DN287255",79,20,48,31,47,73,82,29,224,58,68,30,67,64,38,49,23,59,11
"DN287868",1,4,3,3,11,2,3,5,1,3,8,0,6,3,0,0,3,0,1
"DN288513",0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0
"DN28913",0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"DN289291",0,3,6,0,0,2,1,0,13,0,2,0,0,2,3,0,0,1,0
"DN289327",14,5,10,3,4,4,9,18,11,8,10,2,27,2,8,1,10,4,5
"DN289625",0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
"DN290022",3,0,8,1,5,2,11,0,6,3,0,0,0,20,16,7,4,224,10
"DN290363",0,0,1,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0
"DN290656",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DN290729",2,18,7,7,11,0,9,12,1,25,16,0,49,6,11,4,10,3,3
"DN290843",0,2,3,0,7,0,0,2,2,0,9,2,8,5,0,1,0,2,0
"DN290900",0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DN291191",14,29,10,3,10,18,2,17,0,1,189,12,0,4,24,18,0,27,8
"DN291276",1,3,2,0,2,1,0,2,0,3,1,0,2,0,2,1,3,0,0
"DN291791",0,3,2,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0
"DN292375",1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
"DN292449",0,3,2,0,3,1,0,4,9,4,8,3,4,1,2,0,1,0,2
"DN292777",5,0,5,2,0,4,1,2,2,2,0,0,1,4,2,1,2,0,2
"DN292808",1,1,0,0,0,0,1,1,1,1,0,0,2,1,2,1,1,0,0
"DN292879",0,3,6,2,1,0,1,1,8,0,1,0,4,0,3,0,2,5,1
"DN293055",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0
"DN293058",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"DN293273",0,1,3,0,0,0,1,0,1,3,1,0,2,0,0,0,1,1,1
"DN293442",0,1,0,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0
"DN293962",0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0
"DN293996",0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"DN29423",0,1,2,3,5,0,6,4,5,6,6,1,10,0,3,1,1,1,0
"DN294862",0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0
"DN294955",0,0,1,0,1,0,0,0,0,1,3,0,1,0,0,0,0,1,0
"DN295275",2,0,0,0,0,1,0,1,3,0,0,2,0,2,0,0,0,0,0
"DN295971",8,15,16,24,15,15,0,13,3,0,20,5,2,4,0,6,3,15,1
"DN295989",0,0,1,1,1,0,1,0,2,5,2,1,2,1,0,1,0,1,0
"DN295991",12,25,38,40,46,21,33,36,36,26,47,24,47,45,26,23,40,9,22
"DN296090",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
"DN296113",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0
"DN296132",0,6,0,0,1,0,0,3,0,0,4,0,1,0,0,0,0,1,1
"DN296262",0,0,0,0,2,2,0,0,0,2,8,0,1,0,0,0,0,0,0
"DN296804",3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DN296855",3,0,7,3,3,0,4,2,5,3,1,1,3,2,1,0,0,1,2
"DN296865",2,4,3,0,3,1,0,0,2,2,3,0,2,1,0,0,1,1,2
"DN296910",0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0
"DN297177",0,0,0,2,0,0,1,0,4,0,0,1,2,1,0,1,2,1,0
"DN297185",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
"DN297192",3,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0
"DN297240",1,0,3,0,3,0,4,0,0,11,6,0,17,1,2,0,2,1,0
"DN297263",0,0,1,1,0,0,2,0,1,1,2,1,3,2,0,1,0,0,0
"DN297674",0,3,0,0,0,0,0,1,1,2,4,0,2,1,0,0,0,1,1
"DN297676",0,1,0,0,0,0,1,0,2,2,2,1,0,0,0,0,0,0,0
"DN297736",20,19,20,30,19,16,14,20,27,24,36,14,54,22,14,29,6,16,9
"DN297807",3,3,0,4,15,2,7,1,1,0,4,1,0,3,1,1,0,2,3
"DN297867",0,1,1,0,0,0,1,1,1,0,1,0,2,0,0,0,1,0,0
"DN297887",0,1,2,1,4,0,1,0,0,1,0,3,1,0,1,0,0,0,0
"DN297905",1,1,0,2,2,1,1,0,0,1,1,0,1,1,1,0,1,1,1
"DN297946",2,4,8,3,2,0,4,1,3,10,4,0,20,4,1,1,2,1,4
"DN297993",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4
"DN298140",21,9,11,2,39,9,15,37,7,47,15,8,41,13,11,8,23,1,19
"DN298182",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0
"DN298278",1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"DN298331",0,0,7,1,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0
"DN298499",91,162,42,18,103,22,68,46,84,29,63,24,76,13,27,9,5,5,27
"DN298581",1,3,4,1,4,1,1,1,5,1,0,0,6,0,1,0,0,1,1
"DN298622",0,0,0,5,1,2,4,1,0,0,0,0,2,4,0,3,0,5,6
"DN298786",9,5,15,0,8,0,14,13,29,0,10,12,10,0,11,17,6,5,3
"DN298838",8,4,16,7,5,5,10,8,38,3,6,4,4,1,4,4,5,7,2
"DN298844",2,0,3,0,4,2,4,4,2,2,9,3,8,0,1,0,2,1,4
"DN299115",0,0,3,0,0,0,0,3,5,2,1,0,0,0,0,2,0,0,0
"DN299156",1,15,0,0,3,0,10,2,5,3,3,2,5,1,1,1,1,0,0
"DN299187",5,16,20,16,2,7,11,5,44,5,17,13,25,7,2,11,3,4,1
"DN299214",1,2,0,0,0,0,1,2,3,1,0,0,0,1,0,0,0,0,0
"DN299533",3,0,0,7,19,28,19,0,40,0,0,5,2,3,11,9,0,9,2
"DN299542",0,0,0,0,0,0,1,2,3,0,1,0,0,0,1,0,0,1,2
"DN299702",0,0,1,1,1,0,0,0,4,0,1,0,2,0,0,0,0,0,0
"DN299946",11,10,27,8,30,15,10,9,21,7,14,4,35,13,6,12,1,1,6
"DN300052",0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0
"DN300310",0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0
"DN300473",1,2,1,6,0,1,1,0,0,5,4,1,34,3,0,2,6,0,0
"DN300571",0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,0,3,1,2
"DN300650",0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
"DN300874",0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"DN301572",0,0,0,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0,3
"DN301581",0,36,58,100,0,2,81,0,146,87,0,12,14,0,34,107,93,114,74
"DN301980",0,3,3,0,2,0,0,0,1,2,0,1,2,1,0,0,1,0,0
"DN301995",0,1,1,2,2,1,1,0,1,0,0,0,1,0,0,0,1,0,1
"DN302188",0,3,2,1,1,0,0,3,3,0,5,1,2,0,1,0,1,0,0
"DN302346",2,0,0,0,0,0,0,1,0,4,0,0,6,0,0,0,0,1,1
"DN302361",0,0,1,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,3
"DN302439",26,3,1,16,11,33,71,12,81,28,6,12,28,7,8,3,10,0,28
"DN302676",0,0,0,1,0,1,0,0,0,1,2,0,2,0,0,0,2,5,0
